date;KM;T;F;E;G
2019-07-28 06:00:00;160,19;23,6;10,9;51,45;225,0
2019-07-28 07:00:00;180,2;25,7;11,54;55,25;405,56
2019-07-28 08:00:00;202,37;28,0;10,6;55,21;552,78
2019-07-28 09:00:00;109,61;28,5;10,42;55,28;669,45
2019-07-28 10:00:00;119,07;29,9;10,78;57,63;763,89
2019-07-28 11:00:00;150,33;29,6;10,86;57,51;802,78
2019-07-28 12:00:00;198,29;30,1;10,37;56,78;672,23
2019-07-28 13:00:00;146,18;30,9;10,01;56,69;588,89
2019-07-28 14:00:00;348,38;30,8;9,96;56,44;511,12
2019-07-28 15:00:00;369,44;30,9;9,73;55,97;475,0
2019-07-28 16:00:00;364,04;30,5;9,78;55,69;369,45
2019-07-28 17:00:00;343,45;28,4;9,87;53,77;219,45
2019-07-28 18:00:00;344,7;26,8;10,32;53,26;113,89
2019-07-28 19:00:00;328,46;26,1;10,53;53,09;22,23
2019-07-28 20:00:00;326,95;25,8;10,77;53,38;0,0
2019-07-28 21:00:00;322,0;24,2;10,73;51,64;0,0
2019-07-28 22:00:00;326,61;24,5;10,93;52,45;0,0
2019-07-28 23:00:00;325,92;24,6;11,38;53,72;0,0
2019-07-29 00:00:00;317,02;24,2;11,69;54,08;0,0
2019-07-29 01:00:00;307,35;23,8;11,78;53,9;0,0
2019-07-29 02:00:00;305,56;23,6;12,01;54,27;0,0
2019-07-29 03:00:00;311,12;23,4;12,04;54,16;0,0
2019-07-29 04:00:00;310,23;25,1;12,75;57,71;8,34
2019-07-29 05:00:00;337,74;26,1;12,47;58,02;77,78
2019-07-29 06:00:00;337,31;27,2;12,4;58,98;202,78
2019-07-29 07:00:00;391,87;29,8;12,32;61,45;294,45
2019-07-29 08:00:00;452,4;30,8;11,93;61,48;433,34
2019-07-29 09:00:00;490,12;31,5;11,83;61,96;533,34
2019-07-29 10:00:00;219,14;31,9;11,51;61,54;630,56
2019-07-29 11:00:00;202,86;33,4;11,24;62,38;494,45
2019-07-29 12:00:00;247,88;33,8;11,16;62,6;536,12
2019-07-29 13:00:00;294,35;30,2;12,34;61,91;611,12
2019-07-29 14:00:00;488,06;25,6;12,93;58,69;411,12
2019-07-29 15:00:00;833,87;23,3;15,08;61,78;88,89
2019-07-29 16:00:00;911,7;23,3;15,26;62,25;16,67
2019-07-29 17:00:00;519,45;22,9;15,07;61,34;27,78
2019-07-29 18:00:00;491,73;22,3;14,86;60,2;66,67
2019-07-29 19:00:00;466,69;22,3;14,52;59,32;13,89
2019-07-29 20:00:00;478,09;21,7;14,48;58,61;0,0
2019-07-29 21:00:00;429,09;21,5;14,47;58,37;0,0
2019-07-29 22:00:00;417,86;21,3;14,29;57,7;0,0
2019-07-29 23:00:00;410,29;21,1;14,27;57,45;0,0
2019-07-30 00:00:00;369,05;20,8;14,16;56,86;0,0
2019-07-30 01:00:00;369,69;20,7;14,07;56,54;0,0
2019-07-30 02:00:00;377,09;20,7;14,23;56,93;0,0
2019-07-30 03:00:00;343,43;21,1;14,43;57,86;0,0
2019-07-30 04:00:00;361,45;21,5;14,3;57,95;8,34
2019-07-30 05:00:00;389,77;21,6;14,23;57,86;25,0
2019-07-30 06:00:00;395,95;21,8;14,07;57,67;41,67
2019-07-30 07:00:00;420,09;21,5;13,97;57,11;69,45
2019-07-30 08:00:00;430,09;21,9;13,82;57,14;108,34
2019-07-30 09:00:00;441,27;22,3;13,83;57,56;158,34
2019-07-30 10:00:00;435,23;22,9;13,81;58,15;177,78
2019-07-30 11:00:00;342,79;25,9;14,02;61,78;266,67
2019-07-30 12:00:00;362,98;26,7;13,82;62,09;322,23
2019-07-30 13:00:00;383,72;26,6;13,51;61,21;397,23
2019-07-30 14:00:00;502,84;26,3;13,05;59,73;355,56
2019-07-30 15:00:00;414,49;25,8;13,09;59,3;308,34
2019-07-30 16:00:00;603,78;24,6;13,16;58,23;266,67
2019-07-30 17:00:00;648,83;23,7;13,39;57,89;108,34
2019-07-30 18:00:00;471,55;23,1;13,44;57,42;22,23
2019-07-30 19:00:00;460,63;22,6;13,38;56,75;5,56
2019-07-30 20:00:00;437,92;22,3;12,97;55,38;0,0
2019-07-30 21:00:00;408,88;21,2;12,27;52,47;0,0
2019-07-30 22:00:00;403,3;19,6;11,96;50,06;0,0
2019-07-30 23:00:00;381,11;19,2;12,23;50,32;0,0
2019-07-31 00:00:00;347,64;18,8;12,48;50,53;0,0
2019-07-31 01:00:00;329,82;17,9;11,78;47,84;0,0
2019-07-31 02:00:00;313,55;17,3;11,21;45,78;0,0
2019-07-31 03:00:00;306,63;18,5;11,29;47,22;0,0
2019-07-31 04:00:00;292,57;20,4;11,52;49,74;16,67
2019-07-31 05:00:00;290,05;21,6;11,92;52,0;66,67
2019-07-31 06:00:00;295,72;22,4;11,49;51,74;177,78
2019-07-31 07:00:00;324,04;23,9;11,47;53,23;344,45
2019-07-31 08:00:00;369,92;23,3;11,24;52,02;447,23
2019-07-31 09:00:00;388,26;23,5;11,2;52,11;111,12
2019-07-31 10:00:00;412,18;23,8;11,22;52,47;113,89
2019-07-31 11:00:00;386,45;24,0;11,35;53,03;202,78
2019-07-31 12:00:00;387,82;22,6;12,51;54,53;233,34
2019-07-31 13:00:00;424,97;21,9;13,15;55,44;141,67
2019-07-31 14:00:00;394,03;22,5;13,3;56,44;147,23
2019-07-31 15:00:00;359,92;22,3;12,79;54,94;416,67
2019-07-31 16:00:00;339,64;16,2;10,56;43,0;125,0
2019-07-31 17:00:00;343,82;16,5;10,88;44,14;11,12
2019-07-31 18:00:00;327,66;16,6;11,07;44,72;5,56
2019-07-31 19:00:00;299,29;16,4;11,05;44,46;13,89
2019-07-31 20:00:00;230,22;15,6;10,38;41,94;0,0
2019-07-31 21:00:00;227,12;16,1;10,95;43,9;0,0
2019-07-31 22:00:00;228,18;16,2;10,91;43,89;0,0
2019-07-31 23:00:00;221,91;15,7;10,22;41,64;0,0
2019-08-01 00:00:00;215,06;15,3;10,07;40,84;0,0
2019-08-01 01:00:00;217,61;15,7;10,33;41,92;0,0
2019-08-01 02:00:00;201,03;15,7;10,56;42,5;0,0
2019-08-01 03:00:00;186,8;15,9;10,58;42,76;0,0
2019-08-01 04:00:00;186,08;16,6;10,95;44,42;5,56
2019-08-01 05:00:00;194,98;17,7;11,12;45,95;16,67
2019-08-01 06:00:00;203,57;19,1;10,61;46,11;88,89
2019-08-01 07:00:00;221,87;20,2;9,87;45,36;325,0
2019-08-01 08:00:00;235,36;22,0;9,87;47,21;425,0
2019-08-01 09:00:00;261,19;22,2;9,66;46,87;597,23
2019-08-01 10:00:00;287,62;23,4;9,49;47,67;733,34
2019-08-01 11:00:00;290,92;23,0;9,08;46,22;811,12
2019-08-01 12:00:00;302,55;22,6;9,55;47,01;527,78
2019-08-01 13:00:00;395,42;24,0;10,03;49,66;208,34
2019-08-01 14:00:00;384,86;24,0;8,71;46,31;497,23
2019-08-01 15:00:00;308,06;24,0;8,71;46,31;386,12
2019-08-01 16:00:00;303,06;22,1;8,93;44,91;141,67
2019-08-01 17:00:00;275,25;19,6;9,51;43,82;108,34
2019-08-01 18:00:00;253,06;18,5;9,67;43,12;94,45
2019-08-01 19:00:00;244,69;18,2;9,89;43,36;8,34
2019-08-01 20:00:00;240,08;17,3;9,83;42,3;0,0
2019-08-01 21:00:00;213,7;16,1;9,68;40,68;0,0
2019-08-01 22:00:00;202,01;15,2;9,13;38,37;0,0
2019-08-01 23:00:00;201,35;14,8;9,53;38,98;0,0
2019-08-02 00:00:00;193,44;13,8;9,13;36,93;0,0
2019-08-02 01:00:00;192,6;14,3;9,53;38,47;0,0
2019-08-02 02:00:00;187,85;13,8;9,23;37,18;0,0
2019-08-02 03:00:00;179,08;16,1;10,49;42,73;0,0
2019-08-02 04:00:00;176,19;17,6;10,28;43,73;13,89
2019-08-02 05:00:00;183,21;19,3;10,04;44,86;102,78
2019-08-02 06:00:00;180,85;21,1;9,49;45,33;238,89
2019-08-02 07:00:00;204,51;22,3;9,21;45,83;400,0
2019-08-02 08:00:00;222,17;23,6;9,24;47,23;544,45
2019-08-02 09:00:00;255,48;23,7;8,92;46,54;672,23
2019-08-02 10:00:00;282,25;25,0;8,66;47,19;552,78
2019-08-02 11:00:00;297,13;24,4;8,35;45,79;600,0
2019-08-02 12:00:00;310,15;21,9;10,31;48,22;538,89
2019-08-02 13:00:00;298,72;16,2;10,56;43,0;350,0
2019-08-02 14:00:00;288,96;17,1;11,19;45,53;172,23
2019-08-02 15:00:00;280,44;18,3;11,02;46,32;291,67
2019-08-02 16:00:00;239,42;18,1;11,8;48,1;352,78
2019-08-02 17:00:00;214,53;16,9;11,17;45,27;186,12
2019-08-02 18:00:00;203,5;16,8;11,1;44,98;38,89
2019-08-02 19:00:00;199,65;15,9;10,93;43,63;5,56
2019-08-02 20:00:00;205,73;15,8;10,86;43,35;0,0
2019-08-02 21:00:00;199,79;16,1;10,84;43,61;0,0
2019-08-02 22:00:00;194,93;15,6;10,72;42,79;0,0
2019-08-02 23:00:00;186,83;15,7;10,79;43,07;0,0
2019-08-03 00:00:00;176,24;15,3;10,51;41,96;0,0
2019-08-03 01:00:00;182,96;14,9;10,02;40,32;0,0
2019-08-03 02:00:00;173,57;14,8;9,75;39,51;0,0
2019-08-03 03:00:00;159,58;15,3;10,18;41,12;0,0
2019-08-03 04:00:00;150,16;17,0;10,75;44,31;13,89
2019-08-03 05:00:00;142,41;18,3;10,88;45,98;97,23
2019-08-03 06:00:00;136,89;19,1;10,61;46,11;236,12
2019-08-03 07:00:00;155,7;20,9;9,69;45,62;227,78
2019-08-03 08:00:00;161,68;21,9;8,65;44,01;441,67
2019-08-03 09:00:00;189,88;23,2;8,12;43,98;541,67
2019-08-03 10:00:00;198,99;24,1;7,82;44,14;813,89
2019-08-03 11:00:00;190,24;25,4;7,24;43,99;800,0
2019-08-03 12:00:00;160,72;25,8;7,42;44,84;813,89
2019-08-03 13:00:00;150,1;22,9;7,45;41,96;752,78
2019-08-03 14:00:00;139,99;24,2;6,92;41,96;625,0
2019-08-03 15:00:00;132,89;22,7;7,53;41,97;569,45
2019-08-03 16:00:00;108,17;21,6;7,84;41,65;177,78
2019-08-03 17:00:00;99,9;20,1;8,18;40,97;227,78
2019-08-03 18:00:00;102,19;18,5;8,06;39,04;69,45
2019-08-03 19:00:00;106,55;18,5;8,47;40,06;11,12
2019-08-03 20:00:00;79,49;18,7;8,85;41,23;0,0
2019-08-03 21:00:00;92,85;17,6;8,63;39,55;0,0
2019-08-03 22:00:00;101,66;17,1;8,72;39,28;0,0
2019-08-03 23:00:00;99,79;16,3;8,99;39,13;0,0
2019-08-04 00:00:00;126,73;16,1;8,99;38,93;0,0
2019-08-04 01:00:00;128,62;15,8;9,15;39,04;0,0
2019-08-04 02:00:00;127,96;15,6;9,04;38,54;0,0
2019-08-04 03:00:00;133,12;16,8;10,13;42,53;0,0
2019-08-04 04:00:00;128,86;18,0;10,55;44,82;11,12
2019-08-04 05:00:00;123,63;18,4;10,82;45,92;55,56
2019-08-04 06:00:00;129,97;19,9;11,16;48,32;163,89
2019-08-04 07:00:00;153,29;20,5;10,67;47,7;247,23
2019-08-04 08:00:00;170,06;22,8;9,15;46,18;297,23
2019-08-04 09:00:00;199,05;23,1;8,6;45,11;627,78
2019-08-04 10:00:00;197,09;24,2;9,01;47,27;708,34
2019-08-04 11:00:00;186,14;23,1;8,6;45,11;663,89
2019-08-04 12:00:00;190,1;24,1;8,39;45,58;508,34
2019-08-04 13:00:00;192,62;24,4;7,97;44,82;719,45
2019-08-04 14:00:00;173,92;23,5;8,09;44,21;622,23
2019-08-04 15:00:00;177,55;22,3;8,19;43,24;527,78
2019-08-04 16:00:00;151,56;21,4;8,39;42,83;197,23
2019-08-04 17:00:00;115,17;20,1;8,48;41,72;188,89
2019-08-04 18:00:00;114,1;18,8;8,63;40,78;100,0
2019-08-04 19:00:00;111,6;17,7;8,68;39,79;8,34
2019-08-04 20:00:00;125,34;16,9;8,73;39,1;0,0
2019-08-04 21:00:00;106,69;16,6;9,04;39,58;0,0
2019-08-04 22:00:00;135,67;15,5;8,98;38,29;0,0
2019-08-04 23:00:00;140,54;14,9;9,17;38,16;0,0
2019-08-05 00:00:00;133,24;14,7;9,15;37,92;0,0
2019-08-05 01:00:00;141,6;13,9;8,99;36,68;0,0
2019-08-05 02:00:00;135,03;14,2;8,96;36,92;0,0
2019-08-05 03:00:00;129,72;16,1;9,1;39,22;0,0
2019-08-05 04:00:00;139,47;18,0;9,37;41,84;13,89
2019-08-05 05:00:00;138,34;19,8;9,34;43,59;100,0
2019-08-05 06:00:00;145,23;21,4;9,03;44,46;152,78
2019-08-05 07:00:00;188,98;22,7;8,05;43,29;300,0
2019-08-05 08:00:00;239,85;23,2;8,12;43,98;427,78
2019-08-05 09:00:00;261,59;23,4;8,4;44,9;366,67
2019-08-05 10:00:00;250,8;23,9;9,03;47,02;222,23
2019-08-05 11:00:00;247,15;24,8;9,74;49,74;283,34
2019-08-05 12:00:00;273,07;24,2;9,01;47,27;427,78
2019-08-05 13:00:00;289,36;24,4;9,7;49,23;216,67
2019-08-05 14:00:00;315,61;24,4;9,7;49,23;238,89
2019-08-05 15:00:00;331,95;24,3;9,45;48,49;258,34
2019-08-05 16:00:00;332,97;23,7;9,48;47,95;141,67
2019-08-05 17:00:00;339,71;22,9;10,08;48,67;119,45
2019-08-05 18:00:00;324,88;22,1;10,61;49,18;41,67
2019-08-05 19:00:00;292,22;21,6;10,77;49,09;5,56
2019-08-05 20:00:00;255,52;20,5;10,82;48,09;0,0
2019-08-05 21:00:00;267,44;20,2;10,62;47,27;0,0
2019-08-05 22:00:00;260,37;19,6;10,66;46,75;0,0
2019-08-05 23:00:00;250,67;19,0;10,68;46,19;0,0
2019-08-06 00:00:00;241,66;18,7;10,62;45,72;0,0
2019-08-06 01:00:00;244,71;17,9;10,74;45,2;0,0
2019-08-06 02:00:00;238,98;17,8;10,8;45,25;0,0
2019-08-06 03:00:00;225,83;18,6;11,09;46,82;0,0
2019-08-06 04:00:00;222,1;19,8;11,24;48,41;11,12
2019-08-06 05:00:00;234,35;21,3;11,06;49,5;88,89
2019-08-06 06:00:00;246,44;23,5;10,65;50,71;155,56
2019-08-06 07:00:00;284,58;25,5;10,16;51,53;308,34
2019-08-06 08:00:00;307,59;26,4;9,64;51,12;530,56
2019-08-06 09:00:00;301,07;26,7;9,37;50,74;550,0
2019-08-06 10:00:00;365,95;27,4;9,54;51,89;480,56
2019-08-06 11:00:00;371,21;28,2;9,52;52,65;516,67
2019-08-06 12:00:00;437,14;21,3;13,15;54,82;525,0
2019-08-06 13:00:00;430,81;23,7;12,45;55,51;244,45
2019-08-06 14:00:00;420,96;23,8;11,97;54,38;366,67
2019-08-06 15:00:00;376,25;24,1;12,19;55,25;436,12
2019-08-06 16:00:00;391,15;23,9;12,61;56,11;216,67
2019-08-06 17:00:00;397,24;22,6;11,99;53,2;136,12
2019-08-06 18:00:00;378,26;21,1;12,03;51,77;83,34
2019-08-06 19:00:00;345,71;20,9;11,25;49,59;8,34
2019-08-06 20:00:00;335,55;20,2;10,77;47,65;0,0
2019-08-06 21:00:00;312,13;18,8;10,82;46,34;0,0
2019-08-06 22:00:00;277,53;18,4;11,09;46,6;0,0
2019-08-06 23:00:00;261,4;17,8;11,45;46,89;0,0
2019-08-07 00:00:00;248,1;17,4;11,16;45,75;0,0
2019-08-07 01:00:00;242,99;17,8;11,45;46,89;0,0
2019-08-07 02:00:00;251,13;18,0;11,72;47,8;0,0
2019-08-07 03:00:00;241,65;18,2;11,88;48,39;0,0
2019-08-07 04:00:00;245,62;19,1;12,15;50,02;5,56
2019-08-07 05:00:00;255,3;21,3;11,86;51,54;38,89
2019-08-07 06:00:00;259,21;23,5;12,12;54,45;166,67
2019-08-07 07:00:00;273,78;25,3;12,29;56,75;302,78
2019-08-07 08:00:00;318,27;25,5;11,19;54,16;569,45
2019-08-07 09:00:00;365,83;24,8;12,12;55,8;536,12
2019-08-07 10:00:00;402,76;22,7;12,59;54,83;269,45
2019-08-07 11:00:00;439,07;22,5;12,95;55,55;255,56
2019-08-07 12:00:00;448,01;24,4;11,25;53,17;244,45
2019-08-07 13:00:00;402,71;24,2;9,96;49,69;411,12
2019-08-07 14:00:00;376,46;23,6;10,34;50,04;455,56
2019-08-07 15:00:00;391,23;23,2;10,45;49,91;269,45
2019-08-07 16:00:00;360,43;22,8;10,9;50,64;105,56
2019-08-07 17:00:00;327,17;22,3;10,91;50,15;38,89
2019-08-07 18:00:00;291,13;21,6;10,12;47,43;25,0
2019-08-07 19:00:00;296,08;20,9;9,53;45,22;2,78
2019-08-07 20:00:00;284,37;19,8;9,19;43,22;0,0
2019-08-07 21:00:00;251,74;18,7;8,71;40,88;0,0
2019-08-07 22:00:00;217,41;18,4;9,35;42,19;0,0
2019-08-07 23:00:00;219,61;18,1;9,3;41,76;0,0
2019-08-08 00:00:00;191,18;17,5;9,2;40,9;0,0
2019-08-08 01:00:00;188,83;16,5;9,34;40,23;0,0
2019-08-08 02:00:00;202,8;16,1;9,1;39,22;0,0
2019-08-08 03:00:00;188,09;16,8;9,28;40,39;0,0
2019-08-08 04:00:00;179,45;17,7;9,19;41,09;11,12
2019-08-08 05:00:00;169,45;19,3;9,19;42,71;69,45
2019-08-08 06:00:00;181,26;21,7;9,04;44,78;183,34
2019-08-08 07:00:00;192,57;23,0;8,9;45,77;380,56
2019-08-08 08:00:00;265,46;24,1;8,96;47,03;530,56
2019-08-08 09:00:00;260,24;25,8;8,25;46,97;608,34
2019-08-08 10:00:00;276,17;26,1;7,76;46,03;547,23
2019-08-08 11:00:00;279,12;26,3;6,78;43,74;522,23
2019-08-08 12:00:00;288,18;27,0;7,07;45,19;630,56
2019-08-08 13:00:00;265,46;27,2;6,48;43,88;625,0
2019-08-08 14:00:00;172,75;26,4;6,39;42,85;652,78
2019-08-08 15:00:00;226,07;25,6;6,71;42,84;547,23
2019-08-08 16:00:00;252,05;24,7;6,75;42,02;322,23
2019-08-08 17:00:00;250,08;21,5;8,28;42,65;188,89
2019-08-08 18:00:00;237,22;19,8;8,46;41,38;80,56
2019-08-08 19:00:00;195,04;18,3;8,36;39,58;5,56
2019-08-08 20:00:00;177,28;17,5;8,7;39,63;0,0
2019-08-08 21:00:00;197,5;17,9;8,92;40,61;0,0
2019-08-08 22:00:00;169,12;17,4;8,89;40,02;0,0
2019-08-08 23:00:00;172,93;16,8;8,68;38,86;0,0
2019-08-09 00:00:00;174,7;15,3;8,21;36,13;0,0
2019-08-09 01:00:00;190,51;14,5;8,1;35,05;0,0
2019-08-09 02:00:00;171,65;15,1;8,31;36,2;0,0
2019-08-09 03:00:00;145,55;15,8;8,59;37,61;0,0
2019-08-09 04:00:00;135,03;18,1;9,17;41,43;8,34
2019-08-09 05:00:00;147,66;20,5;9,15;43,83;86,12
2019-08-09 06:00:00;153,67;22,6;8,86;45,25;233,34
2019-08-09 07:00:00;195,04;24,0;8,71;46,31;394,45
2019-08-09 08:00:00;230,53;24,9;8,61;46,96;469,45
2019-08-09 09:00:00;207,91;25,6;7,74;45,46;627,78
2019-08-09 10:00:00;254,68;26,0;8,14;46,89;722,23
2019-08-09 11:00:00;246,11;26,7;8,27;47,93;716,67
2019-08-09 12:00:00;260,3;27,7;8,3;49,05;713,89
2019-08-09 13:00:00;285,48;27,7;8,3;49,05;622,23
2019-08-09 14:00:00;329,86;27,6;8,49;49,41;519,45
2019-08-09 15:00:00;327,86;27,1;8,92;49,99;372,23
2019-08-09 16:00:00;294,49;26,0;9,2;49,58;227,78
2019-08-09 17:00:00;307,47;25,1;9,31;48,96;108,34
2019-08-09 18:00:00;293,44;24,6;9,04;47,74;27,78
2019-08-09 19:00:00;257,34;23,8;9,16;47,25;2,78
2019-08-09 20:00:00;246,59;23,7;9,48;47,95;0,0
2019-08-09 21:00:00;222,63;22,7;9,44;46,82;0,0
2019-08-09 22:00:00;186,94;22,3;9,55;46,69;0,0
2019-08-09 23:00:00;187,73;22,2;9,66;46,87;0,0
2019-08-10 00:00:00;189,28;21,2;10,03;46,79;0,0
2019-08-10 01:00:00;179,07;21,4;10,32;47,73;0,0
2019-08-10 02:00:00;166,09;21,4;11,13;49,78;0,0
2019-08-10 03:00:00;173,89;21,1;11,87;51,37;0,0
2019-08-10 04:00:00;177,87;21,8;12,9;54,7;5,56
2019-08-10 05:00:00;192,77;23,5;13,22;57,27;55,56
2019-08-10 06:00:00;206,79;24,3;12,14;55,35;236,12
2019-08-10 07:00:00;234,6;25,1;11,13;53,58;222,23
2019-08-10 08:00:00;250,71;26,6;11,08;54,99;316,67
2019-08-10 09:00:00;264,48;26,3;11,09;54,73;502,78
2019-08-10 10:00:00;269,31;26,6;9,31;50,49;572,23
2019-08-10 11:00:00;266,67;26,8;9,87;52,12;480,56
2019-08-10 12:00:00;278,58;26,8;8,98;49,85;458,34
2019-08-10 13:00:00;278,6;26,5;9,26;50,25;561,12
2019-08-10 14:00:00;314,23;26,1;8,61;48,2;266,67
2019-08-10 15:00:00;287,19;25,7;8,62;47,8;238,89
2019-08-10 16:00:00;243,4;25,5;8,1;46,29;197,23
2019-08-10 17:00:00;292,77;24,4;8,16;45,3;219,45
2019-08-10 18:00:00;238,69;23,3;8,17;44,21;75,0
2019-08-10 19:00:00;225,8;22,4;8,24;43,47;5,56
2019-08-10 20:00:00;170,13;21,8;8,43;43,35;0,0
2019-08-10 21:00:00;142,24;21,0;8,5;42,69;0,0
2019-08-10 22:00:00;138,59;20,3;8,58;42,19;0,0
2019-08-10 23:00:00;128,97;19,5;8,45;41,03;0,0
2019-08-11 00:00:00;130,35;19,0;8,32;40,21;0,0
2019-08-11 01:00:00;118,62;18,3;8,23;39,25;0,0
2019-08-11 02:00:00;111,33;17,7;8,3;38,82;0,0
2019-08-11 03:00:00;106,94;17,8;8,35;39,06;0,0
2019-08-11 04:00:00;83,2;19,2;8,43;40,68;8,34
2019-08-11 05:00:00;82,07;21,1;8,39;42,53;83,34
2019-08-11 06:00:00;88,8;23,2;8,48;44,89;233,34
2019-08-11 07:00:00;88,32;24,6;7,87;44,77;388,89
2019-08-11 08:00:00;114,36;25,0;7,86;45,16;541,67
2019-08-11 09:00:00;130,9;26,4;7,47;45,59;625,0
2019-08-11 10:00:00;137,72;26,9;7,03;44,98;638,89
2019-08-11 11:00:00;137,46;28,0;7,03;46,1;747,23
2019-08-11 12:00:00;148,03;28,5;6,99;46,52;686,12
2019-08-11 13:00:00;142,83;28,2;6,39;44,68;605,56
2019-08-11 14:00:00;123,77;28,6;6,3;44,85;422,23
2019-08-11 15:00:00;144,52;27,7;6,67;44,88;386,12
2019-08-11 16:00:00;132,33;27,0;6,85;44,62;363,89
2019-08-11 17:00:00;122,47;25,8;7,42;44,84;133,34
2019-08-11 18:00:00;134,9;23,7;9,11;47,01;30,56
2019-08-11 19:00:00;137,92;23,4;8,22;44,44;0,0
2019-08-11 20:00:00;110,13;22,8;8,27;43,96;0,0
2019-08-11 21:00:00;111,42;21,6;9,14;44,95;0,0
2019-08-11 22:00:00;109,27;21,3;8,5;43,0;0,0
2019-08-11 23:00:00;100,82;21,5;8,28;42,65;0,0
2019-08-12 00:00:00;118,25;19,5;8,73;41,76;0,0
2019-08-12 01:00:00;104,87;18,9;8,96;41,72;0,0
2019-08-12 02:00:00;127,26;17,9;8,92;40,61;0,0
2019-08-12 03:00:00;96,74;18,0;8,98;40,85;0,0
2019-08-12 04:00:00;112,34;18,5;9,0;41,42;2,78
2019-08-12 05:00:00;133,6;18,9;8,41;40,32;30,56
2019-08-12 06:00:00;131,81;20,6;8,59;42,52;108,34
2019-08-12 07:00:00;156,24;21,9;8,82;44,43;202,78
2019-08-12 08:00:00;177,14;22,9;8,32;44,19;513,89
2019-08-12 09:00:00;176,84;23,3;7,27;41,93;583,34
2019-08-12 10:00:00;206,16;22,3;7,51;41,52;586,12
2019-08-12 11:00:00;201,57;22,9;7,1;41,07;494,45
2019-08-12 12:00:00;230,7;23,2;7,23;41,71;325,0
2019-08-12 13:00:00;219,04;23,1;7,01;41,05;361,12
2019-08-12 14:00:00;208,34;22,8;6,88;40,42;322,23
2019-08-12 15:00:00;168,03;23,1;6,83;40,6;152,78
2019-08-12 16:00:00;151,23;22,2;6,8;39,6;125,0
2019-08-12 17:00:00;147,9;21,3;7,06;39,36;180,56
2019-08-12 18:00:00;150,63;20,6;7,22;39,04;52,78
2019-08-12 19:00:00;138,95;20,1;7,15;38,34;5,56
2019-08-12 20:00:00;131,51;19,8;7,16;38,07;0,0
2019-08-12 21:00:00;109,47;19,1;7,13;37,28;0,0
2019-08-12 22:00:00;117,17;18,5;7,26;37,01;0,0
2019-08-12 23:00:00;105,98;16,9;7,89;36,96;0,0
2019-08-13 00:00:00;93,38;17,1;8,36;38,35;0,0
2019-08-13 01:00:00;106,46;16,8;8,56;38,56;0,0
2019-08-13 02:00:00;104,49;16,3;8,64;38,24;0,0
2019-08-13 03:00:00;113,06;16,1;8,64;38,05;0,0
2019-08-13 04:00:00;108,36;16,7;8,62;38,62;5,56
2019-08-13 05:00:00;121,97;17,8;8,61;39,71;80,56
2019-08-13 06:00:00;121,05;18,8;7,95;39,05;225,0
2019-08-13 07:00:00;146,03;20,1;7,29;38,72;386,12
2019-08-13 08:00:00;146,78;21,2;7,65;40,75;541,67
2019-08-13 09:00:00;147,54;21,4;7,43;40,39;547,23
2019-08-13 10:00:00;128,19;20,3;7,39;39,16;644,45
2019-08-13 11:00:00;122,32;21,7;7,4;40,63;313,89
2019-08-13 12:00:00;155,54;21,8;6,47;38,36;466,67
2019-08-13 13:00:00;153,95;21,5;6,19;37,34;505,56
2019-08-13 14:00:00;149,04;21,1;6,35;37,35;505,56
2019-08-13 15:00:00;157,74;21,0;5,85;35,96;405,56
2019-08-13 16:00:00;133,39;19,7;5,82;34,58;366,67
2019-08-13 17:00:00;121,73;18,9;6,08;34,42;225,0
2019-08-13 18:00:00;112,11;17,2;6,56;33,91;55,56
2019-08-13 19:00:00;104,76;17,0;6,6;33,81;5,56
2019-08-13 20:00:00;89,48;15,9;6,72;32,98;0,0
2019-08-13 21:00:00;80,76;15,0;6,55;31,64;0,0
2019-08-13 22:00:00;69,93;14,0;6,34;30,08;0,0
2019-08-13 23:00:00;87,76;13,9;6,59;30,63;0,0
2019-08-14 00:00:00;79,18;13,9;6,89;31,38;0,0
2019-08-14 01:00:00;67,33;13,9;6,89;31,38;0,0
2019-08-14 02:00:00;82,12;14,0;6,64;30,84;0,0
2019-08-14 03:00:00;70,05;13,9;6,79;31,13;0,0
2019-08-14 04:00:00;72,77;14,8;6,99;32,55;5,56
2019-08-14 05:00:00;73,86;15,4;7,38;34,14;66,67
2019-08-14 06:00:00;66,64;17,2;7,3;35,78;111,12
2019-08-14 07:00:00;84,66;18,5;7,26;37,01;366,67
2019-08-14 08:00:00;79,98;19,5;6,17;35,27;511,12
2019-08-14 09:00:00;91,39;20,3;5,9;35,37;450,0
2019-08-14 10:00:00;95,07;20,9;5,35;34,6;675,0
2019-08-14 11:00:00;91,18;22,1;4,93;34,75;602,78
2019-08-14 12:00:00;108,13;21,9;4,87;34,4;647,23
2019-08-14 13:00:00;99,78;21,4;5,2;34,72;566,67
2019-08-14 14:00:00;97,65;21,1;5,1;34,18;625,0
2019-08-14 15:00:00;107,03;20,9;5,19;34,21;488,89
2019-08-14 16:00:00;107,36;20,4;4,89;32,92;319,45
2019-08-14 17:00:00;103,82;17,8;5,04;30,66;202,78
2019-08-14 18:00:00;92,72;15,8;5,66;30,21;69,45
2019-08-14 19:00:00;90,17;14,4;5,58;28,58;2,78
2019-08-14 20:00:00;96,55;16,1;5,55;30,22;0,0
